Unnamed: 0,호선,역코드,역명,AIRPRESSURE,CO2,HUMIDITY,PM10,PM2.5,TEMPERATURE,호선명,역번호,설치대수,제조사,모델명,적용면적,처리용량,Purifier_Need
19,1,156,신설동,15,264,4,233,218,247,1호선,156,22,보성전자,BAS-ST9000A,197.4,25.6,Optimal
19,1,156,신설동,15,264,4,233,218,247,1호선,156,22,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
20,1,156,신설동,15,264,4,233,218,247,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
20,1,156,신설동,15,264,4,233,218,247,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
20,1,156,신설동,15,264,4,233,218,247,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
20,1,156,신설동,15,264,4,233,218,247,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
21,2,246,신설동,71,274,108,21,39,124,1호선,156,22,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
21,2,246,신설동,71,274,108,21,39,124,1호선,156,22,보성전자,BAS-ST9000A,197.4,25.6,Optimal
21,2,246,신설동,71,274,108,21,39,124,1호선,156,22,보성전자,BAS-ST9000A,197.4,25.6,Optimal
21,2,246,신설동,71,274,108,21,39,124,1호선,156,22,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
22,2,246,신설동,71,274,108,21,39,124,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
22,2,246,신설동,71,274,108,21,39,124,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
22,2,246,신설동,71,274,108,21,39,124,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
22,2,246,신설동,71,274,108,21,39,124,2호선,246,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
23,1,157,제기동,201,207,154,246,222,66,1호선,157,20,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
24,1,158,청량리,110,131,75,150,203,163,1호선,158,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
25,1,159,동묘앞,25,159,9,45,48,243,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
25,1,159,동묘앞,25,159,9,45,48,243,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
25,1,159,동묘앞,25,159,9,45,48,243,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
25,1,159,동묘앞,25,159,9,45,48,243,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
26,1,159,동묘앞,25,159,9,45,48,243,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
26,1,159,동묘앞,25,159,9,45,48,243,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
26,1,159,동묘앞,25,159,9,45,48,243,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
26,1,159,동묘앞,25,159,9,45,48,243,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
27,6,2637,동묘앞,103,122,38,119,103,159,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
27,6,2637,동묘앞,103,122,38,119,103,159,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
27,6,2637,동묘앞,103,122,38,119,103,159,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
27,6,2637,동묘앞,103,122,38,119,103,159,1호선,159,26,보성전자,BAS-ST9000A,197.4,25.6,Optimal
28,6,2637,동묘앞,103,122,38,119,103,159,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
28,6,2637,동묘앞,103,122,38,119,103,159,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
28,6,2637,동묘앞,103,122,38,119,103,159,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
28,6,2637,동묘앞,103,122,38,119,103,159,6호선,2637,20,LG전자,AS480BWFB,168.3,20.0,Optimal
29,2,202,을지로입구,87,154,65,204,145,191,2호선,202,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
30,2,203,을지로3가,47,276,13,221,180,248,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
30,2,203,을지로3가,47,276,13,221,180,248,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
30,2,203,을지로3가,47,276,13,221,180,248,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
30,2,203,을지로3가,47,276,13,221,180,248,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
31,2,203,을지로3가,47,276,13,221,180,248,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
31,2,203,을지로3가,47,276,13,221,180,248,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
31,2,203,을지로3가,47,276,13,221,180,248,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
31,2,203,을지로3가,47,276,13,221,180,248,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
32,3,320,을지로3가,63,267,182,175,64,226,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
32,3,320,을지로3가,63,267,182,175,64,226,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
32,3,320,을지로3가,63,267,182,175,64,226,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
32,3,320,을지로3가,63,267,182,175,64,226,2호선,203,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
33,3,320,을지로3가,63,267,182,175,64,226,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
33,3,320,을지로3가,63,267,182,175,64,226,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
33,3,320,을지로3가,63,267,182,175,64,226,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
33,3,320,을지로3가,63,267,182,175,64,226,3호선,320,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Oversaturated
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal
