index,역명,미세먼지,이산화탄소,폼알데하이드,일산화탄소,총 승객수,연도
219.0,암사,83.9,576.0,2.9,1.5,35383.0,8123
220.0,천호,86.2,598.0,3.2,1.4,85280.0,8123
221.0,강동구청,84.7,529.0,2.4,1.7,21660.0,8123
222.0,몽촌토성,79.1,496.0,5.2,1.3,12036.0,8123
223.0,잠실,81.5,755.0,10.2,1.4,238075.0,8123
224.0,석촌,80.6,609.0,5.1,0.9,26828.0,8123
225.0,송파,91.6,562.0,4.6,1.9,11582.0,8123
226.0,가락시장,81.0,535.0,5.7,1.6,36748.0,8123
227.0,문정,86.9,583.0,4.8,1.9,31904.0,8123
228.0,장지,82.6,523.0,7.3,1.6,38468.0,8123
229.0,복정,88.8,594.0,5.4,1.3,19891.0,8123
230.0,산성,88.0,495.0,5.5,1.0,10709.0,8123
231.0,남한산성입구,79.5,581.0,4.4,2.0,25294.0,8123
232.0,단대오거리,76.4,564.0,3.5,1.5,21394.0,8123
233.0,신흥,75.7,520.0,15.1,1.4,10198.0,8123
234.0,수진,80.1,556.0,15.3,1.1,11066.0,8123
235.0,모란,85.8,517.0,4.6,1.1,52597.0,8123
236.0,종합운동장,86.6,500.0,3.3,0.4,24902.0,8123
0.0,서울,76.4,627.0,16.4,0.6,210272.0,9123
1.0,시청,100.7,610.0,17.8,1.0,119451.0,9123
2.0,종각,99.8,687.0,20.5,0.9,122250.0,9123
3.0,동대문,99.5,561.0,17.2,1.1,80337.0,9123
4.0,동묘앞,87.4,567.0,15.9,1.1,36502.0,9123
5.0,신설동,98.5,511.0,11.2,1.1,45017.0,9123
6.0,제기동,97.8,497.0,13.7,0.8,39113.0,9123
7.0,청량리,91.5,550.0,14.4,0.7,87423.0,9123
8.0,시청,109.3,558.0,10.0,1.0,119451.0,9123
9.0,을지로입구,81.2,559.0,9.9,1.0,125321.0,9123
10.0,동대문역사문화공원,89.9,572.0,7.9,1.3,105102.0,9123
11.0,신당,95.8,563.0,7.5,1.1,49469.0,9123
12.0,상왕십리,82.0,477.0,10.6,0.8,30075.0,9123
13.0,왕십리,85.9,562.0,16.0,0.6,85687.0,9123
14.0,잠실,88.5,667.0,15.8,0.8,256037.0,9123
15.0,종합운동장,97.0,453.0,13.2,0.5,27613.0,9123
16.0,삼성,92.2,520.0,17.2,0.5,160059.0,9123
17.0,선릉,92.9,580.0,16.5,1.0,138877.0,9123
18.0,역삼,81.6,584.0,18.0,1.1,103940.0,9123
19.0,강남,78.2,736.0,24.3,1.0,210773.0,9123
20.0,교대,83.4,639.0,17.8,0.6,96780.0,9123
21.0,서초,92.8,479.0,14.9,0.5,50424.0,9123
22.0,방배,93.3,513.0,15.3,0.6,36401.0,9123
23.0,사당,87.8,605.0,9.3,1.3,138949.0,9123
24.0,낙성대,89.9,492.0,7.6,1.1,60122.0,9123
25.0,서울대입구,86.5,481.0,7.2,1.0,106528.0,9123
26.0,봉천,81.4,447.0,6.8,1.0,50860.0,9123
27.0,신림,93.0,571.0,5.5,0.9,145970.0,9123
28.0,신도림,73.2,498.0,9.1,0.9,128232.0,9123
29.0,문래,86.8,460.0,12.5,1.0,43850.0,9123
30.0,영등포구청,96.5,520.0,11.6,0.7,55340.0,9123
31.0,합정,91.4,620.0,14.7,1.0,105683.0,9123
32.0,홍대입구,84.3,740.0,30.5,1.3,226879.0,9123
33.0,신촌,90.9,568.0,9.2,0.9,106472.0,9123
34.0,이대,88.0,595.0,17.2,1.1,37903.0,9123
35.0,아현,91.6,555.0,12.2,0.9,21501.0,9123
36.0,충정로,93.2,639.0,13.4,1.1,31677.0,9123
37.0,도림천,74.6,438.0,6.8,0.5,2458.0,9123
38.0,양천구청,72.5,424.0,8.8,0.8,14629.0,9123
39.0,신정네거리,101.9,463.0,12.0,1.1,20085.0,9123
40.0,신설동,70.1,476.0,15.8,0.6,45017.0,9123
41.0,용두,68.9,446.0,11.8,0.6,5175.0,9123
42.0,구파발,87.2,452.0,10.1,0.8,45661.0,9123
43.0,연신내,105.1,491.0,8.6,0.9,87787.0,9123
44.0,불광,95.2,507.0,11.4,0.9,48928.0,9123
45.0,녹번,84.4,518.0,15.7,0.8,27715.0,9123
46.0,홍제,95.9,603.0,12.7,1.1,37782.0,9123
47.0,무악재,101.3,483.0,13.9,0.8,8637.0,9123
48.0,독립문,99.0,536.0,13.8,0.9,16656.0,9123
49.0,경복궁,88.4,544.0,16.8,1.0,45114.0,9123
50.0,안국,78.4,522.0,24.3,1.0,50775.0,9123
51.0,충무로,101.3,554.0,7.1,0.8,66939.0,9123
52.0,동대입구,91.9,475.0,12.8,0.8,26618.0,9123
53.0,약수,101.5,583.0,8.9,0.9,37110.0,9123
54.0,금호,86.0,472.0,12.2,0.7,17525.0,9123
55.0,압구정,88.5,504.0,6.9,0.7,76527.0,9123
56.0,신사,96.2,535.0,7.4,0.7,73976.0,9123
57.0,잠원,74.6,435.0,6.1,0.8,12457.0,9123
58.0,고속터미널,79.1,684.0,14.6,0.9,209031.0,9123
59.0,교대,90.9,621.0,6.8,0.9,96780.0,9123
60.0,남부터미널,85.0,487.0,8.9,0.9,68913.0,9123
61.0,양재,88.1,560.0,8.6,0.7,80869.0,9123
62.0,매봉,72.3,535.0,6.7,0.6,22796.0,9123
63.0,도곡,94.6,556.0,6.1,0.7,26727.0,9123
64.0,대치,82.0,526.0,9.2,0.4,25905.0,9123
65.0,학여울,73.5,447.0,6.6,0.5,3582.0,9123
66.0,대청,91.2,477.0,7.2,0.5,20291.0,9123
67.0,일원,81.4,478.0,5.7,0.5,21662.0,9123
68.0,수서,82.9,504.0,9.0,0.6,65989.0,9123
69.0,가락시장,96.3,476.0,10.1,0.5,38272.0,9123
70.0,경찰병원,70.7,417.0,11.9,0.5,15927.0,9123
71.0,오금,72.4,439.0,6.1,0.5,19983.0,9123
72.0,쌍문,94.0,501.0,5.7,0.8,65320.0,9123
73.0,수유,88.1,508.0,6.1,0.8,81595.0,9123
74.0,미아,86.7,492.0,7.2,0.6,33786.0,9123
75.0,미아사거리,88.1,441.0,6.0,0.5,66667.0,9123
76.0,길음,82.4,454.0,4.3,0.6,44460.0,9123
77.0,성신여대입구,92.6,534.0,11.8,0.7,58932.0,9123
78.0,한성대입구,88.7,557.0,16.7,0.9,30694.0,9123
79.0,혜화,92.3,550.0,4.4,0.6,92704.0,9123
80.0,동대문,90.4,716.0,12.9,0.9,80337.0,9123
81.0,동대문역사문화공원,86.3,591.0,10.4,0.7,105102.0,9123
82.0,충무로,94.2,673.0,10.5,0.9,66939.0,9123
83.0,명동,94.0,718.0,16.8,1.1,91262.0,9123
84.0,회현,84.8,668.0,16.2,1.0,65117.0,9123
85.0,서울,87.7,722.0,17.6,1.0,210272.0,9123
86.0,숙대입구,93.0,480.0,15.1,0.8,31863.0,9123
87.0,삼각지,94.1,503.0,10.9,0.9,23805.0,9123
88.0,신용산,92.6,505.0,15.7,1.0,36650.0,9123
89.0,이촌,89.3,576.0,16.6,1.0,29183.0,9123
90.0,총신대입구,94.0,563.0,15.4,1.0,45661.0,9123
91.0,사당,98.9,586.0,13.4,0.9,138949.0,9123
92.0,남태령,96.8,418.0,7.2,0.7,2528.0,9123
93.0,개화산,65.6,433.0,9.3,0.9,11553.0,9123
94.0,김포공항,74.8,556.0,18.4,0.9,59261.0,9123
95.0,송정,69.1,507.0,10.8,1.0,14633.0,9123
96.0,마곡,64.8,443.0,9.8,0.8,13775.0,9123
97.0,발산,76.0,464.0,9.9,0.9,38694.0,9123
98.0,우장산,79.4,483.0,13.1,1.2,32075.0,9123
99.0,화곡,78.2,523.0,14.6,1.1,60996.0,9123
100.0,까치산,63.3,527.0,9.4,1.1,63119.0,9123
101.0,신정,59.0,493.0,9.7,0.9,26209.0,9123
102.0,목동,71.3,497.0,12.1,1.1,38809.0,9123
103.0,오목교,56.3,605.0,35.2,1.1,54787.0,9123
104.0,양평,80.2,522.0,10.2,1.1,20982.0,9123
105.0,영등포구청,82.7,568.0,16.6,1.1,55340.0,9123
106.0,영등포시장,77.9,492.0,9.9,0.9,21357.0,9123
107.0,신길,70.4,558.0,13.6,1.0,25711.0,9123
108.0,여의도,81.3,550.0,9.2,0.9,97596.0,9123
109.0,여의나루,71.0,526.0,5.4,1.0,14317.0,9123
110.0,마포,67.6,554.0,9.8,1.1,29852.0,9123
111.0,공덕,83.1,557.0,9.7,1.1,81359.0,9123
112.0,애오개,81.0,594.0,14.7,1.2,15419.0,9123
113.0,충정로,75.9,622.0,9.5,1.2,31677.0,9123
114.0,서대문,81.0,529.0,14.2,1.2,40241.0,9123
115.0,광화문,80.4,516.0,15.6,1.1,87899.0,9123
116.0,동대문역사문화공원,94.5,536.0,17.8,1.3,105102.0,9123
117.0,청구,78.8,504.0,10.0,1.3,16398.0,9123
118.0,신금호,68.5,491.0,13.4,1.2,13813.0,9123
119.0,행당,81.7,545.0,11.3,1.2,16765.0,9123
120.0,왕십리,88.0,561.0,15.2,1.2,85687.0,9123
121.0,마장,75.3,620.0,10.5,1.5,12945.0,9123
122.0,답십리,74.5,644.0,13.7,1.3,34001.0,9123
123.0,장한평,84.3,622.0,9.5,1.1,38484.0,9123
124.0,군자,88.5,679.0,13.4,1.2,54131.0,9123
125.0,아차산,62.0,545.0,8.6,0.9,31618.0,9123
126.0,광나루,73.9,554.0,11.9,0.9,27460.0,9123
127.0,천호,69.8,546.0,11.8,1.1,87193.0,9123
128.0,강동,76.7,611.0,12.3,1.0,40744.0,9123
129.0,길동,85.5,573.0,7.8,0.9,16986.0,9123
130.0,굽은다리,66.9,624.0,9.3,0.9,20564.0,9123
131.0,명일,71.6,619.0,7.1,1.0,18295.0,9123
132.0,고덕,80.3,631.0,6.3,1.0,20320.0,9123
133.0,상일동,90.3,625.0,9.4,0.9,28693.0,9123
134.0,둔촌동,83.7,638.0,11.5,1.0,18918.0,9123
135.0,올림픽공원,84.6,654.0,7.9,1.1,48704.0,9123
136.0,방이,91.3,633.0,8.4,1.1,15723.0,9123
137.0,오금,68.8,619.0,10.2,1.1,19983.0,9123
138.0,개롱,68.2,616.0,8.9,0.9,14025.0,9123
139.0,거여,77.0,669.0,12.9,1.2,16002.0,9123
140.0,마천,76.1,598.0,14.7,1.0,10469.0,9123
141.0,응암,73.2,451.0,7.4,0.9,37395.0,9123
142.0,역촌,84.0,443.0,9.6,0.8,8977.0,9123
143.0,불광,90.7,479.0,9.6,0.9,48928.0,9123
144.0,독바위,96.5,453.0,12.4,0.8,6027.0,9123
145.0,연신내,79.3,502.0,12.6,0.9,87787.0,9123
146.0,구산,76.6,486.0,12.8,1.0,14706.0,9123
147.0,새절,87.4,568.0,9.5,0.8,27358.0,9123
148.0,증산,82.8,501.0,33.3,0.9,21644.0,9123
149.0,디지털미디어시티,72.6,441.0,17.1,0.8,57709.0,9123
150.0,월드컵경기장,95.0,431.0,8.8,0.9,12415.0,9123
151.0,마포구청,92.7,465.0,9.9,1.0,28227.0,9123
152.0,망원,96.4,497.0,12.5,1.2,31939.0,9123
153.0,합정,85.7,501.0,10.0,1.2,105683.0,9123
154.0,상수,101.6,519.0,12.7,1.4,25279.0,9123
155.0,광흥창,89.5,489.0,10.0,1.2,20201.0,9123
156.0,대흥,101.3,532.0,10.6,1.3,18033.0,9123
157.0,공덕,116.2,498.0,12.9,0.9,81359.0,9123
158.0,효창공원앞,106.9,473.0,9.7,1.1,20381.0,9123
159.0,삼각지,103.6,492.0,10.0,0.8,23805.0,9123
160.0,녹사평,92.0,469.0,10.6,1.0,12839.0,9123
161.0,이태원,112.6,507.0,11.8,1.1,46519.0,9123
162.0,한강진,93.8,431.0,11.5,0.9,19866.0,9123
163.0,버티고개,116.2,499.0,10.9,1.1,4744.0,9123
164.0,약수,114.9,542.0,9.1,1.1,37110.0,9123
165.0,청구,74.3,490.0,10.8,1.6,16398.0,9123
166.0,신당,67.9,496.0,26.6,1.3,49469.0,9123
167.0,동묘앞,61.3,508.0,11.3,1.5,36502.0,9123
168.0,창신,93.9,490.0,11.6,1.1,6616.0,9123
169.0,보문,74.7,539.0,12.6,1.3,18194.0,9123
170.0,안암,67.9,555.0,11.2,1.4,26693.0,9123
171.0,고려대,64.1,472.0,16.2,0.8,18823.0,9123
172.0,월곡,76.3,486.0,11.3,1.0,25431.0,9123
173.0,상월곡,86.7,517.0,20.0,1.1,12544.0,9123
174.0,돌곶이,70.1,506.0,10.4,1.0,17618.0,9123
175.0,석계,86.7,478.0,22.4,0.9,48204.0,9123
176.0,태릉입구,83.6,492.0,10.1,1.0,29146.0,9123
177.0,화랑대,67.7,474.0,11.3,0.8,22197.0,9123
178.0,봉화산,73.9,477.0,8.3,0.8,19720.0,9123
179.0,수락산,93.0,610.0,14.2,1.0,26775.0,9123
180.0,마들,80.2,629.0,14.3,1.0,24845.0,9123
181.0,노원,76.5,673.0,10.5,1.1,102792.0,9123
182.0,중계,76.6,679.0,10.0,1.1,30207.0,9123
183.0,하계,81.0,686.0,9.0,1.1,40104.0,9123
184.0,공릉,69.4,635.0,9.3,1.1,25408.0,9123
185.0,태릉입구,76.3,643.0,14.5,1.3,29146.0,9123
186.0,먹골,66.4,706.0,15.7,1.2,21927.0,9123
187.0,중화,93.1,667.0,11.3,1.2,24145.0,9123
188.0,상봉,78.8,710.0,15.9,1.2,49554.0,9123
189.0,면목,60.4,672.0,10.7,1.3,32607.0,9123
190.0,사가정,72.9,728.0,12.0,1.0,33186.0,9123
191.0,용마산,80.4,642.0,12.1,1.0,12175.0,9123
192.0,중곡,63.2,598.0,12.5,1.0,20225.0,9123
193.0,군자,70.0,715.0,11.9,1.0,54131.0,9123
194.0,어린이대공원,69.3,669.0,10.4,0.9,30630.0,9123
195.0,건대입구,64.6,754.0,15.1,1.0,138117.0,9123
196.0,청담,60.4,649.0,16.2,1.0,43250.0,9123
197.0,강남구청,72.1,633.0,14.8,1.0,52333.0,9123
198.0,학동,87.8,708.0,25.7,1.3,44974.0,9123
199.0,논현,86.8,655.0,24.3,1.3,40047.0,9123
200.0,반포,62.4,621.0,13.4,1.1,13135.0,9123
201.0,고속터미널,67.6,728.0,18.5,1.2,209031.0,9123
202.0,내방,61.1,603.0,13.7,1.1,28562.0,9123
203.0,남성,68.2,616.0,12.1,1.0,23319.0,9123
204.0,숭실대입구,63.5,591.0,16.3,1.0,25830.0,9123
205.0,상도,71.7,561.0,11.5,1.0,22414.0,9123
206.0,장승배기,61.3,591.0,11.6,1.1,22365.0,9123
207.0,신대방삼거리,85.9,542.0,14.6,1.2,34243.0,9123
208.0,보라매,86.3,519.0,36.9,1.0,18664.0,9123
209.0,신풍,89.4,578.0,15.7,1.3,23043.0,9123
210.0,대림,90.8,616.0,17.8,1.2,82546.0,9123
211.0,남구로,66.8,570.0,22.8,1.3,34548.0,9123
212.0,가산디지털단지,79.1,560.0,19.7,1.0,117179.0,9123
213.0,철산,70.5,559.0,15.6,1.1,49703.0,9123
214.0,광명사거리,72.2,570.0,17.2,1.3,53771.0,9123
215.0,천왕,110.5,570.0,20.1,1.1,19722.0,9123
216.0,온수,75.2,464.0,14.5,0.9,34705.0,9123
217.0,암사,76.2,654.0,10.8,1.0,37291.0,9123
218.0,천호,71.8,549.0,10.9,0.8,87193.0,9123
219.0,강동구청,71.5,602.0,8.4,1.0,23269.0,9123
220.0,몽촌토성,66.5,625.0,11.4,1.1,11716.0,9123
221.0,잠실,73.0,673.0,14.5,1.0,256037.0,9123
222.0,석촌,85.1,636.0,10.4,1.0,33255.0,9123
223.0,송파,72.1,644.0,11.6,1.1,20162.0,9123
224.0,가락시장,83.8,649.0,8.6,1.0,38272.0,9123
225.0,문정,78.6,676.0,6.4,1.2,38753.0,9123
226.0,장지,66.7,586.0,23.6,0.9,39355.0,9123
227.0,복정,80.0,628.0,7.3,1.0,20939.0,9123
228.0,산성,60.0,568.0,6.9,0.9,10938.0,9123
229.0,남한산성입구,71.2,664.0,9.6,1.1,26961.0,9123
230.0,단대오거리,68.9,638.0,11.3,1.0,22229.0,9123
231.0,신흥,76.9,673.0,27.2,1.2,11146.0,9123
232.0,수진,61.0,630.0,12.5,1.2,12121.0,9123
233.0,모란,76.1,643.0,8.1,1.1,54347.0,9123
0.0,서울,40.6,515.0,12.2,2.3,94615.0,123
1.0,시청,45.1,456.0,9.4,2.1,61239.0,123
2.0,종각,44.2,511.0,9.0,2.7,43635.0,123
3.0,동대문,91.9,471.0,13.7,1.9,43740.0,123
4.0,동묘앞,61.2,528.0,9.6,1.9,23061.0,123
5.0,신설동,96.5,558.0,9.2,2.7,29025.0,123
6.0,제기동,84.3,422.0,5.8,2.6,26078.0,123
7.0,청량리,34.9,447.0,8.3,2.6,52782.0,123
8.0,시청,83.6,514.0,6.2,0.4,61239.0,123
9.0,을지로입구,41.2,535.0,6.5,0.6,57238.0,123
10.0,동대문역사문화공원,51.2,464.0,3.2,0.6,41061.0,123
11.0,신당,52.2,493.0,5.8,0.5,30753.0,123
12.0,상왕십리,50.5,562.0,4.9,0.7,19694.0,123
13.0,왕십리,45.9,602.0,7.5,0.7,48556.0,123
14.0,잠실,62.4,510.0,7.4,0.7,114057.0,123
15.0,잠실새내,132.5,439.0,5.3,0.6,28747.0,123
16.0,종합운동장,51.4,591.0,3.9,0.3,14339.0,123
17.0,삼성,59.2,582.0,5.4,0.9,65077.0,123
18.0,선릉,82.8,483.0,5.5,0.7,90833.0,123
19.0,역삼,57.5,534.0,7.4,0.7,65855.0,123
20.0,강남,41.2,698.0,5.0,1.2,106889.0,123
21.0,교대,33.4,527.0,7.4,1.2,62184.0,123
22.0,서초,54.6,555.0,6.1,0.9,28035.0,123
23.0,방배,38.5,483.0,2.8,0.6,22195.0,123
24.0,사당,47.8,550.0,3.7,0.7,81068.0,123
25.0,낙성대,98.4,590.0,3.9,0.8,38959.0,123
26.0,서울대입구,65.0,471.0,4.1,0.7,66418.0,123
27.0,봉천,55.4,497.0,3.6,0.9,34819.0,123
28.0,신림,82.6,530.0,4.0,0.8,94241.0,123
29.0,신도림,63.5,562.0,5.5,0.4,77404.0,123
30.0,문래,50.9,522.0,4.2,0.7,31193.0,123
31.0,영등포구청,76.6,597.0,4.0,0.8,41447.0,123
32.0,합정,62.4,569.0,6.2,0.6,60153.0,123
33.0,홍대입구,80.4,597.0,3.1,0.8,77569.0,123
34.0,신촌,71.0,578.0,4.0,1.0,46956.0,123
35.0,이대,87.8,523.0,5.8,1.2,15583.0,123
36.0,아현,79.6,514.0,5.2,1.1,14323.0,123
37.0,충정로,67.2,511.0,4.1,0.9,21206.0,123
38.0,도림천,50.5,460.0,4.2,0.7,2484.0,123
39.0,양천구청,52.4,459.0,4.6,0.8,9615.0,123
40.0,신정네거리,52.3,472.0,3.6,0.7,14775.0,123
41.0,신설동,42.5,516.0,6.4,3.1,29025.0,123
42.0,용두,51.4,484.0,8.1,0.8,3749.0,123
43.0,구파발,26.6,475.0,2.1,0.7,28649.0,123
44.0,연신내,40.6,508.0,3.7,1.0,55395.0,123
45.0,불광,28.5,529.0,4.8,0.9,31681.0,123
46.0,녹번,47.0,521.0,7.4,1.0,20872.0,123
47.0,홍제,36.7,559.0,7.8,1.3,25059.0,123
48.0,무악재,34.4,543.0,6.1,1.4,5728.0,123
49.0,독립문,47.4,483.0,3.2,0.8,10102.0,123
50.0,경복궁,52.8,527.0,4.1,0.6,22741.0,123
51.0,안국,47.6,521.0,3.7,0.4,19689.0,123
52.0,충무로,54.3,509.0,9.2,2.0,39472.0,123
53.0,동대입구,58.6,509.0,11.1,2.0,9766.0,123
54.0,약수,36.8,572.0,9.7,1.8,23390.0,123
55.0,금호,48.6,525.0,9.9,1.1,11813.0,123
56.0,압구정,39.0,657.0,9.1,3.3,47588.0,123
57.0,신사,56.9,558.0,9.2,1.5,42575.0,123
58.0,잠원,51.8,486.0,7.0,0.5,6275.0,123
59.0,고속터미널,41.4,714.0,10.3,3.4,114095.0,123
60.0,교대,58.5,656.0,8.3,3.8,62184.0,123
61.0,남부터미널,54.8,528.0,7.6,0.6,42588.0,123
62.0,양재,42.8,509.0,3.9,0.9,52806.0,123
63.0,매봉,35.9,491.0,7.2,1.0,16579.0,123
64.0,도곡,45.2,522.0,6.4,0.4,15844.0,123
65.0,대치,40.1,515.0,7.1,1.3,14159.0,123
66.0,학여울,30.8,463.0,5.3,0.6,2321.0,123
67.0,대청,50.3,475.0,3.9,0.9,13630.0,123
68.0,일원,23.9,468.0,5.8,0.4,13302.0,123
69.0,수서,61.3,517.0,3.0,1.0,39666.0,123
70.0,가락시장,46.8,509.0,3.6,0.6,25630.0,123
71.0,경찰병원,77.7,587.0,3.9,0.9,10124.0,123
72.0,오금,35.0,457.0,2.3,0.4,12920.0,123
73.0,쌍문,68.4,453.0,11.6,1.3,43950.0,123
74.0,수유,103.8,472.0,10.3,3.0,53805.0,123
75.0,미아,81.2,447.0,12.8,2.1,22859.0,123
76.0,미아사거리,72.6,441.0,11.6,0.4,43381.0,123
77.0,길음,86.9,436.0,9.3,4.2,28393.0,123
78.0,성신여대입구,82.9,469.0,8.5,1.8,33437.0,123
79.0,한성대입구,53.7,433.0,8.7,0.6,18703.0,123
80.0,혜화,65.3,468.0,6.7,3.5,41240.0,123
81.0,동대문,83.6,492.0,10.9,2.0,43740.0,123
82.0,동대문역사문화공원,63.2,467.0,12.0,1.3,41061.0,123
83.0,충무로,54.0,607.0,10.4,5.1,39472.0,123
84.0,명동,64.5,460.0,9.1,1.3,25482.0,123
85.0,회현,40.5,465.0,12.2,3.0,34285.0,123
86.0,서울,73.2,473.0,5.9,3.6,94615.0,123
87.0,숙대입구,51.2,423.0,6.1,1.2,17467.0,123
88.0,삼각지,56.2,407.0,10.6,0.5,13714.0,123
89.0,신용산,64.0,509.0,9.9,3.9,21997.0,123
90.0,이촌,56.0,527.0,4.3,2.5,14197.0,123
91.0,총신대입구,48.6,542.0,8.1,1.8,28544.0,123
92.0,사당,47.7,494.0,5.8,0.7,81068.0,123
93.0,남태령,53.5,506.0,6.5,6.1,1403.0,123
94.0,방화,33.6,542.0,11.0,0.7,9410.0,123
95.0,개화산,28.6,551.0,10.6,0.4,7691.0,123
96.0,김포공항,30.5,543.0,8.6,0.4,38179.0,123
97.0,송정,39.4,570.0,10.5,0.3,9830.0,123
98.0,마곡,37.2,580.0,7.3,0.5,12993.0,123
99.0,발산,44.0,585.0,6.9,0.3,24274.0,123
100.0,우장산,34.8,556.0,6.7,0.5,20051.0,123
101.0,화곡,40.2,610.0,6.8,0.4,41699.0,123
102.0,까치산,50.8,620.0,9.4,0.7,43600.0,123
103.0,신정,46.7,532.0,7.2,0.4,19012.0,123
104.0,목동,46.6,554.0,6.8,0.6,25208.0,123
105.0,오목교,33.2,560.0,7.0,0.4,33500.0,123
106.0,양평,45.6,523.0,6.9,0.5,14309.0,123
107.0,영등포구청,36.0,640.0,8.4,0.6,41447.0,123
108.0,영등포시장,50.8,628.0,7.6,0.5,14219.0,123
109.0,신길,37.0,628.0,9.1,0.7,18274.0,123
110.0,여의도,57.5,852.0,9.4,0.9,66572.0,123
111.0,여의나루,48.7,576.0,5.8,0.6,8728.0,123
112.0,마포,39.5,637.0,8.2,0.6,20066.0,123
113.0,공덕,42.2,644.0,6.3,0.7,52984.0,123
114.0,애오개,48.1,614.0,9.0,0.7,9616.0,123
115.0,충정로,27.8,629.0,6.7,0.6,21206.0,123
116.0,서대문,67.7,669.0,7.3,0.6,25768.0,123
117.0,광화문,75.0,596.0,8.1,0.8,42278.0,123
118.0,동대문역사문화공원,52.9,606.0,7.1,0.8,41061.0,123
119.0,청구,41.9,566.0,5.7,0.8,11439.0,123
120.0,신금호,59.6,588.0,6.9,0.7,9225.0,123
121.0,행당,37.3,624.0,6.6,0.9,11209.0,123
122.0,왕십리,44.8,695.0,8.2,0.7,48556.0,123
123.0,마장,33.6,570.0,6.2,0.9,8389.0,123
124.0,답십리,35.0,589.0,6.4,0.8,23665.0,123
125.0,장한평,40.8,647.0,8.1,1.4,27040.0,123
126.0,군자,43.3,643.0,9.5,0.9,36590.0,123
127.0,아차산,34.7,539.0,11.6,1.0,20934.0,123
128.0,광나루,30.8,511.0,10.7,0.7,17154.0,123
129.0,천호,41.7,612.0,10.1,0.9,53314.0,123
130.0,강동,51.0,580.0,7.3,0.8,26805.0,123
131.0,길동,41.4,580.0,10.1,0.8,12304.0,123
132.0,굽은다리,33.4,542.0,6.7,1.0,13766.0,123
133.0,명일,40.7,544.0,7.7,0.9,11916.0,123
134.0,고덕,35.5,503.0,7.2,1.2,12444.0,123
135.0,상일동,44.0,532.0,6.5,1.0,21546.0,123
136.0,둔촌동,43.5,576.0,7.9,1.5,11926.0,123
137.0,올림픽공원,63.0,532.0,6.4,1.0,11598.0,123
138.0,방이,36.8,548.0,7.4,1.2,9411.0,123
139.0,오금,60.1,509.0,10.0,1.0,12920.0,123
140.0,개롱,32.6,549.0,7.8,1.1,8691.0,123
141.0,거여,42.2,550.0,7.1,1.1,10719.0,123
142.0,마천,46.3,525.0,7.7,1.2,8278.0,123
143.0,응암,44.2,600.0,12.1,1.0,26611.0,123
144.0,역촌,36.9,600.0,11.4,1.2,5951.0,123
145.0,불광,55.8,553.0,12.1,1.2,31681.0,123
146.0,독바위,30.6,642.0,10.6,1.3,4220.0,123
147.0,연신내,34.4,555.0,13.4,1.2,55395.0,123
148.0,구산,40.4,614.0,11.5,1.0,9810.0,123
149.0,새절,32.6,600.0,12.6,1.0,18295.0,123
150.0,증산,32.6,550.0,12.1,1.2,15293.0,123
151.0,디지털미디어시티,35.7,581.0,13.6,1.0,39309.0,123
152.0,월드컵경기장,36.5,613.0,6.7,1.0,6800.0,123
153.0,마포구청,45.6,611.0,8.6,1.0,19603.0,123
154.0,망원,40.1,601.0,6.1,1.2,21257.0,123
155.0,합정,42.5,614.0,11.8,1.2,60153.0,123
156.0,상수,31.0,638.0,13.1,1.3,11026.0,123
157.0,광흥창,38.5,599.0,12.7,1.2,11713.0,123
158.0,대흥,45.6,606.0,11.1,1.1,10894.0,123
159.0,공덕,40.2,613.0,13.0,1.1,52984.0,123
160.0,효창공원앞,68.4,611.0,12.5,1.3,14233.0,123
161.0,삼각지,54.9,581.0,14.9,1.1,13714.0,123
162.0,녹사평,42.6,622.0,12.6,1.1,6638.0,123
163.0,이태원,42.4,595.0,18.3,1.2,12941.0,123
164.0,한강진,42.2,602.0,12.1,1.3,9440.0,123
165.0,버티고개,53.2,615.0,11.2,1.1,3050.0,123
166.0,약수,51.1,649.0,14.5,1.3,23390.0,123
167.0,청구,47.7,603.0,10.5,0.9,11439.0,123
168.0,신당,40.5,617.0,15.5,1.1,30753.0,123
169.0,동묘앞,37.2,636.0,10.3,1.1,23061.0,123
170.0,창신,52.1,602.0,7.7,1.2,4468.0,123
171.0,보문,37.7,624.0,8.2,1.2,12684.0,123
172.0,안암,44.0,572.0,10.9,1.2,12580.0,123
173.0,고려대,45.7,607.0,8.9,1.4,10617.0,123
174.0,월곡,51.2,633.0,8.4,1.3,16303.0,123
175.0,상월곡,36.6,613.0,9.3,1.3,8531.0,123
176.0,돌곶이,41.6,636.0,20.3,1.3,12086.0,123
177.0,석계,46.1,605.0,10.3,1.1,31580.0,123
178.0,태릉입구,29.8,615.0,30.3,1.3,19196.0,123
179.0,화랑대,29.8,623.0,20.8,1.2,13667.0,123
180.0,봉화산,33.8,605.0,15.0,1.2,12793.0,123
181.0,수락산,85.8,644.0,6.7,0.5,18764.0,123
182.0,마들,91.9,654.0,7.8,0.5,18522.0,123
183.0,노원,48.9,634.0,8.0,0.5,60790.0,123
184.0,중계,53.9,665.0,6.0,0.5,19704.0,123
185.0,하계,58.4,567.0,6.8,0.5,25062.0,123
186.0,공릉,45.6,558.0,7.1,0.6,16513.0,123
