Unnamed: 0,호선,역코드,역명,AIRPRESSURE,CO2,HUMIDITY,PM10,PM2.5,TEMPERATURE,호선명,역번호,설치대수,제조사,모델명,적용면적,처리용량,Purifier_Need,위도,경도
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.566611,126.998122
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.56658,126.998127
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.566611,126.998122
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.56658,126.998127
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.566611,126.998122
34,2,204,을지로4가,166,105,134,176,200,73,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.56658,126.998127
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.566611,126.998122
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.56658,126.998127
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.566611,126.998122
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.56658,126.998127
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.566611,126.998122
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.56658,126.998127
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.566611,126.998122
35,2,204,을지로4가,166,105,134,176,200,73,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.56658,126.998127
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.566611,126.998122
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.56658,126.998127
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.566611,126.998122
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.56658,126.998127
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.566611,126.998122
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.56658,126.998127
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.566611,126.998122
36,5,2536,을지로4가,212,125,122,42,12,87,2호선,204,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.56658,126.998127
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.566611,126.998122
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.56658,126.998127
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.566611,126.998122
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Optimal,37.56658,126.998127
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.566611,126.998122
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.56658,126.998127
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.566611,126.998122
37,5,2536,을지로4가,212,125,122,42,12,87,5호선,2536,16,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.56658,126.998127
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565597,127.009113
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565083,127.007645
38,2,205,동대문역사문화공원,66,236,18,56,13,232,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565597,127.009113
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565083,127.007645
39,2,205,동대문역사문화공원,66,236,18,56,13,232,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.564682,127.00533
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Oversaturated,37.565597,127.009113
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Oversaturated,37.565083,127.007645
40,2,205,동대문역사문화공원,66,236,18,56,13,232,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Oversaturated,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565597,127.009113
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565083,127.007645
41,4,422,동대문역사문화공원,51,186,8,116,98,260,2호선,205,14,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Additional Purifiers Needed,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Optimal,37.564682,127.00533
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565597,127.009113
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.565083,127.007645
42,4,422,동대문역사문화공원,51,186,8,116,98,260,4호선,422,16,보성전자,BAS-ST9000A,197.4,25.6,Oversaturated,37.564682,127.00533
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565597,127.009113
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565083,127.007645
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.564682,127.00533
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565597,127.009113
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.565083,127.007645
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Additional Purifiers Needed,37.564682,127.00533
43,4,422,동대문역사문화공원,51,186,8,116,98,260,5호선,2537,18,LG전자,AS480BWFB,168.3,20.0,Optimal,37.565597,127.009113
